"id","name","microbe_id","species","kingdom","phylum","ncbi_tax_id","activity","gram","oxygen_requirement","created_at","updated_at","klass","order","family","genus","strain","metabolism","shape","mobility","flagella_presence","number_of_membranes","optimal_temperature","temperature_range","habitat","biotic_relationship","cell_arrangement","sporulation","energy_source","superkingdom","background","health_type","evidence_type","data_source","export","human_pathogen","genome_ids","parent_id","level"
75,"Bifidobacterium longum DJO10A","MMDBm0000075","Bifidobacterium longum",NULL,"Actinobacteria",205913,NULL,"Positive","Anaerobe","2020-09-26 05:00:39.303267","2022-08-17 23:00:37.775776","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum DJO10A",NULL,"Bacilli","No","No",1,37,"Mesophilic","HostAssociated","Free living","Chains - Pairs - Singles","Chains - Pairs - Singles",NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,159,NULL,NULL
76,"Bifidobacterium longum NCC2705","MMDBm0000076","Bifidobacterium longum",NULL,"Actinobacteria",206672,NULL,"Positive","Anaerobe","2020-09-26 05:00:39.310625","2022-08-17 23:00:37.823288","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum NCC2705",NULL,"Bacilli","No","No",1,37,"Mesophilic","HostAssociated","Free living",NULL,"Nonsporulating",NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,164,NULL,NULL
78,"Bifidobacterium longum subsp. infantis 157F","MMDBm0000078","Bifidobacterium longum",NULL,"Actinobacteria",565040,NULL,"Positive","Anaerobe","2020-09-26 05:00:39.325253","2022-08-29 16:04:59.635304","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum subsp. infantis 157F",NULL,"Bacilli","No","No",1,NULL,"Mesophilic","HostAssociated","Free living","Clusters - Pairs - Singles","Clusters - Pairs - Singles",NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1639,NULL,NULL
79,"Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088","MMDBm0000079","Bifidobacterium longum",NULL,"Actinobacteria",391904,NULL,"Positive","Anaerobe","2020-09-26 05:00:39.332194","2022-08-29 16:04:59.644985","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088",NULL,"Bacilli","No","No",1,37,"Mesophilic","HostAssociated","Free living","Clusters-Pairs-Singles","Nonsporulating",NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1526,NULL,NULL
81,"Bifidobacterium longum subsp. longum BBMN68","MMDBm0000081","Bifidobacterium longum",NULL,"Actinobacteria",890402,NULL,"Positive","Anaerobe","2020-09-26 05:00:39.346150","2022-08-29 16:04:59.651530","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum subsp. longum BBMN68",NULL,"Bacilli","No","No",1,NULL,"Mesophilic","HostAssociated","Free living","Clusters - Pairs - Singles","Clusters - Pairs - Singles",NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1722,NULL,NULL
84,"Bifidobacterium longum subsp. longum JCM 1217","MMDBm0000084","Bifidobacterium longum",NULL,"Actinobacteria",565042,NULL,"Positive","Anaerobe","2020-09-26 05:00:39.367101","2022-08-29 16:04:59.660135","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum subsp. longum JCM 1217",NULL,"Bacilli","No","No",1,NULL,"Mesophilic","HostAssociated","Free living","Clusters - Pairs - Singles","Clusters - Pairs - Singles",NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1640,NULL,NULL
85,"Bifidobacterium longum subsp. longum JDM301","MMDBm0000085","Bifidobacterium longum",NULL,"Actinobacteria",759350,NULL,"Positive","Anaerobe","2020-09-26 05:00:39.374208","2022-08-29 16:04:59.667530","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum subsp. longum JDM301",NULL,"Bacilli","No","No",1,NULL,"Mesophilic","HostAssociated","Free living","Clusters - Pairs - Singles","Clusters - Pairs - Singles",NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1708,NULL,NULL
87,"Bifidobacterium mongoliense DSM 21395","MMDBm0000087","Bifidobacterium mongoliense",NULL,"Actinobacteria",1437603,NULL,"Positive","Facultative anaerobe","2020-09-26 05:00:39.392743","2022-08-17 23:00:37.860065","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium mongoliense DSM 21395","Saccharolytic, fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,176,NULL,NULL
88,"Bifidobacterium pseudolongum","MMDBm0000088","Bifidobacterium pseudolongum",NULL,"Actinobacteria",1694,NULL,NULL,"Anaerobe","2020-09-26 05:00:39.400117","2022-08-25 23:58:10.698287","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pseudolongum",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,901,NULL,NULL
89,"Bifidobacterium pseudolongum subsp. Pseudolongum DSM 20099","MMDBm0000089","Bifidobacterium pseudolongum",NULL,"Actinobacteria",1437595,NULL,"Positive","Anaerobe","2020-09-26 05:00:39.407221","2022-08-17 23:00:37.895699","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pseudolongum subsp. Pseudolongum DSM 20099","Saccharolytic, fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,145,NULL,NULL
90,"Bifidobacterium thermophilum RBL67","MMDBm0000090","Bifidobacterium thermophilum",NULL,"Actinobacteria",1254439,NULL,"Positive","Anaerobe","2020-09-26 05:00:39.414492","2022-08-17 23:00:37.932499","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium thermophilum RBL67","Saccharolytic, fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,141,NULL,NULL
92,"Blautia hansenii DSM 20583","MMDBm0000092","Blautia hansenii",NULL,"Firmicutes",537007,NULL,"Positive","Anaerobe","2020-09-26 05:00:39.428497","2022-08-29 16:04:59.682969","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia hansenii DSM 20583","Saccharolytic, fermentative, hydrogen used as energy source",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2039,NULL,NULL
93,"Blautia obeum A2-162","MMDBm0000093","Blautia obeum",NULL,"Firmicutes",657314,NULL,"Positive","Anaerobe","2020-09-26 05:00:39.435493","2022-08-29 16:04:59.689420","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia obeum A2-162","Saccharolytic, fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1671,NULL,NULL
94,"Blautia obeum ATCC 29174","MMDBm0000094","Blautia obeum",NULL,"Firmicutes",411459,"Production (export)","Positive","Anaerobe","2020-09-26 05:00:39.442413","2022-08-29 16:04:59.695178","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia obeum ATCC 29174","Saccharolytic, fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1535,NULL,NULL
95,"Bradyrhizobium elkanii USDA 76","MMDBm0000095","Bradyrhizobium elkanii",NULL,"Proteobacteria",398525,"Production (export)","Negative","Aerobe","2020-09-26 05:00:39.449792","2022-08-29 16:04:59.702085","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium elkanii USDA 76","Respiratory",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1527,NULL,NULL
96,"Brevibacillus borstelensis AK1","MMDBm0000096","Brevibacillus borstelensis",NULL,"Firmicutes",1300222,"Production (export)","Variable","Aerobe","2020-09-26 05:00:39.457032","2022-08-17 23:00:37.981265","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus","Brevibacillus borstelensis AK1","Saccharolytic","Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,189,NULL,NULL
97,"Brevibacillus brevis NBRC 100599","MMDBm0000097","Brevibacillus brevis",NULL,"Firmicutes",358681,"Production (export)","Positive","Aerobe","2020-09-26 05:00:39.464733","2022-08-29 16:04:59.711144","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus","Brevibacillus brevis NBRC 100599","Tyrosidine producer - Gramicidin producer","Bacilli","Yes","Yes",1,NULL,"Mesophilic","Terrestrial","Free living",NULL,"Sporulating",NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1517,NULL,NULL
98,"Butyrivibrio fibrisolvens","MMDBm0000098","Butyrivibrio fibrisolvens",NULL,"Firmicutes",831,NULL,NULL,"Anaerobe","2020-09-26 05:00:39.472015","2022-08-29 16:04:59.723760","Clostridia","Clostridiales","Lachnospiraceae","Butyrivibrio",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2096,NULL,NULL
100,"Campylobacter fetus subsp. fetus 82-40","MMDBm0000100","Campylobacter fetus",NULL,"Proteobacteria",360106,"Production (export)","Negative","Microaerophilic","2020-09-26 05:00:39.486775","2022-08-29 16:04:59.730248","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter fetus subsp. fetus 82-40","Non-fermentative, asaccharolytic","Spirilla","Yes","Yes",2,NULL,"Mesophilic","HostAssociated","Free living","Chains - Singles","Chains - Singles",NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1467,NULL,NULL
101,"Campylobacter hominis ATCC BAA-381","MMDBm0000101","Campylobacter hominis",NULL,"Proteobacteria",360107,NULL,"Negative","Anaerobe","2020-09-26 05:00:39.493899","2022-08-29 16:04:59.736991","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter hominis ATCC BAA-381",NULL,"Bacilli","No","No",2,37,"Mesophilic","HostAssociated","Free living","Chains - Singles","Chains - Singles",NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1468,NULL,NULL
104,"Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1","MMDBm0000104","Candidatus Methanomassiliicoccus intestinalis","Archaea","Euryarchaeota",1295009,NULL,NULL,NULL,"2020-09-26 05:00:39.518322","2023-03-08 19:44:28.048972","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","Methanomassiliicoccus","Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1",NULL,"Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Archaea",NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
105,"Citrobacter freundii ATCC 8090 = MTCC 1658","MMDBm0000105","Citrobacter freundii",NULL,"Proteobacteria",1006003,"Production (export)","Negative","Facultative anaerobe","2020-09-26 05:00:39.525495","2022-08-17 23:00:38.046478","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Citrobacter","Citrobacter freundii ATCC 8090 = MTCC 1658","Fermentative, respiratory",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,82,NULL,NULL
107,"Cloacibacillus evryensis DSM 19522","MMDBm0000107","Cloacibacillus evryensis",NULL,"Synergistetes",866499,"Production (export)","Negative","Anaerobe","2020-09-26 05:00:39.540338","2022-08-29 16:04:59.746012","Synergistia","Synergistales","Synergistaceae","Cloacibacillus","Cloacibacillus evryensis DSM 19522","Asaccharolytic, fermentative","Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,"1716; 1717",NULL,NULL
108,"Clostridioides difficile","MMDBm0000108","Clostridioides difficile",NULL,"Firmicutes",1496,NULL,NULL,NULL,"2020-09-26 05:00:39.548181","2022-08-25 23:58:10.722787","Clostridia","Clostridiales","Peptostreptococcaceae","Clostridioides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,870,NULL,NULL
114,"Clostridium acetobutylicum ATCC 824","MMDBm0000114","acetobutylicum",NULL,"Firmicutes",272562,"Production (export)","Positive","Anaerobe","2020-09-26 05:00:39.591780","2022-08-29 16:04:59.755517","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium acetobutylicum ATCC 824","Saccharolytic, fermentative","Bacilli","Yes","Yes",1,10,"Mesophilic","Multiple","Free living","Pairs - Singles","Pairs - Singles","Chemoorganotroph","Bacteria",NULL,NULL,NULL,NULL,1,NULL,1499,NULL,NULL
115,"Clostridium bartlettii","MMDBm0000115","Clostridium bartlettii",NULL,"Firmicutes",261299,NULL,NULL,NULL,"2020-09-26 05:00:39.598756","2022-08-29 16:04:59.766243","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,"1346; 1347; 1793; 1794; 2119; 2120",NULL,NULL
116,"Clostridium beijerinckii NCIMB 8052","MMDBm0000116","beijerinckii",NULL,"Firmicutes",290402,"Production (export)","Positive","Anaerobe","2020-09-26 05:00:39.605869","2022-08-29 16:04:59.774793","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium beijerinckii NCIMB 8052","Saccharolytic, fermentative","Bacilli","Yes","Yes",1,NULL,"Mesophilic","Fresh water - Soil","Free living","Pairs - Singles","Pairs - Singles","Chemoorganotroph","Bacteria",NULL,NULL,NULL,NULL,1,NULL,1506,NULL,NULL
117,"Clostridium bifermentans","MMDBm0000117","Paraclostridium bifermentans",NULL,"Firmicutes",1490,NULL,NULL,NULL,"2020-09-26 05:00:39.612947","2022-08-29 16:04:59.781936","Clostridia","Clostridiales","Peptostreptococcaceae","Paraclostridium","NULL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,"868; 1758; 2109",NULL,NULL
118,"Clostridium bolteae","MMDBm0000118","Enterocloster bolteae",NULL,"Firmicutes",208479,NULL,NULL,NULL,"2020-09-26 05:00:39.620016","2022-08-25 23:58:10.752156","Clostridia","Clostridiales","Lachnospiraceae","Enterocloster",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1337,NULL,NULL
119,"Clostridium botulinum","MMDBm0000119","Clostridium botulinum",NULL,"Firmicutes",1491,"Production (export)",NULL,"Anaerobe","2020-09-26 05:00:39.627290","2023-12-14 17:51:50.147990","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,1,1775,NULL,NULL
120,"Clostridium botulinum A str. ATCC 19397","MMDBm0000120","Clostridium botulinum",NULL,"Firmicutes",441770,"Production (export)","Positive","Anaerobe","2020-09-26 05:00:39.634906","2022-08-29 16:04:59.796215","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium botulinum A str. ATCC 19397","Type A toxin producer","Bacilli","Yes","Yes",1,37,"Mesophilic","Multiple","Free living","Pairs - Singles - Chains","Pairs - Singles - Chains","Chemoorganotroph","Bacteria",NULL,NULL,NULL,NULL,1,NULL,1555,NULL,NULL
121,"Clostridium botulinum Bf","MMDBm0000121","Clostridium botulinum",NULL,"Firmicutes",445336,"Production (export)","Positive","Anaerobe","2020-09-26 05:00:39.642063","2022-08-29 16:04:59.802376","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium botulinum Bf","Proteolytic, fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1560,NULL,NULL
122,"Clostridium botulinum F str. 230613","MMDBm0000122","Clostridium botulinum",NULL,"Firmicutes",758678,"Production (export)","Positive","Anaerobe","2020-09-26 05:00:39.649199","2022-08-29 16:04:59.808639","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium botulinum F str. 230613","Saccharolytic, fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1707,NULL,NULL
125,"Clostridium clostridioforme CM201","MMDBm0000125","Enterocloster clostridioformis",NULL,"Firmicutes",999410,"Production (export)","Negative","Anaerobe","2020-09-26 05:00:39.669975","2022-08-29 16:04:59.814988","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","Clostridium clostridioforme CM201","Saccharolytic, fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1727,NULL,NULL
126,"Clostridium difficile","MMDBm0000126","Clostridioides difficile ",NULL,"Firmicutes",1496,NULL,NULL,"Anaerobe","2020-09-26 05:00:39.677066","2022-08-31 19:30:51.540622","Clostridia","Clostridiales","Peptostreptococcaceae","Clostridioides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,"NJS16",1,1,2431,NULL,NULL
130,"Clostridium paraputrificum","MMDBm0000130","Clostridium paraputrificum",NULL,"Firmicutes",29363,NULL,NULL,"Anaerobe","2020-09-26 05:00:39.706286","2022-08-29 16:04:59.821691","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1950,NULL,NULL
131,"Clostridium perfringens","MMDBm0000131","Clostridium perfringens",NULL,"Firmicutes",1502,NULL,NULL,"Anaerobe","2020-09-26 05:00:39.713731","2022-08-25 23:58:10.768651","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,1,871,NULL,NULL
132,"Clostridium perfringens ATCC 13124","MMDBm0000132","Clostridium perfringens",NULL,"Firmicutes",195103,"Production (export)","Positive","Anaerobe","2020-09-26 05:00:39.720867","2022-08-17 23:00:38.099496","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium perfringens ATCC 13124","Saccharolytic, fermentative","Bacilli","Yes","No?",1,37,"Mesophilic","Multiple","Free living","Singles - Pairs - Chains","Singles - Pairs - Chains","Chemoorganotroph","Bacteria",NULL,NULL,NULL,NULL,1,NULL,193,NULL,NULL
134,"Clostridium saccharolyticum","MMDBm0000134","Lacrimispora saccharolytica",NULL,"Firmicutes",610130,NULL,NULL,NULL,"2020-09-26 05:00:39.735722","2022-08-29 23:51:39.892123","Clostridia","Clostridiales","Lachnospiraceae","Lacrimispora",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2376,NULL,NULL
136,"Clostridium saccharoperbutylacetonicum N1-4(HMT)","MMDBm0000136","Clostridium saccharoperbutylacetonicum",NULL,"Firmicutes",931276,"Production (export)","Positive","Anaerobe","2020-09-26 05:00:39.750168","2022-08-25 23:58:10.790614","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium saccharoperbutylacetonicum N1-4(HMT)","Saccharolytic, fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1458,NULL,NULL
138,"Clostridium sporogenes","MMDBm0000138","Clostridium sporogenes",NULL,"Firmicutes",1509,NULL,NULL,"Anaerobe","2020-09-26 05:00:39.768495","2022-08-25 23:58:10.801383","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,873,NULL,NULL
139,"Clostridium sticklandii","MMDBm0000139","Acetoanaerobium sticklandii",NULL,"Firmicutes",1511,"Production (export)",NULL,"Anaerobe","2020-09-26 05:00:39.775716","2022-08-29 16:04:59.837033","Clostridia","Clostridiales","Peptostreptococcaceae","Acetoanaerobium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,"170; 874; 1759; 1760; 2110; 2111",NULL,NULL
141,"Collinsella aerofaciens","MMDBm0000141","Collinsella aerofaciens",NULL,"Actinobacteria",74426,NULL,NULL,"Anaerobe","2020-09-26 05:00:39.790034","2022-08-25 23:58:10.822062","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1431,NULL,NULL
143,"Coprococcus catus GD/7","MMDBm0000143","Coprococcus catus",NULL,"Firmicutes",717962,NULL,"Positive","Anaerobe","2020-09-26 05:00:39.805325","2022-08-29 16:04:59.844766","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","Coprococcus catus GD/7","Saccharolytic, fermentative","Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1690,NULL,NULL
147,"Dorea formicigenerans ATCC 27755","MMDBm0000147","Dorea formicigenerans",NULL,"Firmicutes",411461,"Production (export)","Positive","Anaerobe","2020-09-26 05:00:39.834089","2022-08-25 23:58:10.845291","Clostridia","Clostridiales","Lachnospiraceae","Dorea","Dorea formicigenerans ATCC 27755","Saccharolytic, fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1378,NULL,NULL
148,"Dysgonomonas gadei ATCC BAA-286","MMDBm0000148","Dysgonomonas gadei",NULL,"Bacteroidetes",742766,"Production (export)","Negative","Facultative anaerobe","2020-09-26 05:00:39.841365","2022-08-29 16:04:59.852560","Bacteroidia","Bacteroidales","Porphyromonadaceae","Dysgonomonas","Dysgonomonas gadei ATCC BAA-286","Saccharolytic, fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,"1702; 1703",NULL,NULL
149,"Eggerthella lenta","MMDBm0000149","Eggerthella lenta",NULL,"Actinobacteria",84112,NULL,NULL,"Anaerobe","2020-09-26 05:00:39.848676","2022-08-25 23:58:10.856386","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1447,NULL,NULL
150,"Eggerthella lenta DSM 2243","MMDBm0000150","Eggerthella lenta",NULL,"Actinobacteria",479437,NULL,"Positive","Anaerobe","2020-09-26 05:00:39.855538","2022-08-29 16:04:59.860541","Actinobacteria","Coriobacteriales","Coriobacteriaceae","Eggerthella","Eggerthella lenta DSM 2243",NULL,"Bacilli","No","No",1,NULL,"Mesophilic","HostAssociated","Free living","Chains - Pairs - Singles","Chains - Pairs - Singles",NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1576,NULL,NULL
153,"Enterococcus faecalis","MMDBm0000153","Enterococcus faecalis",NULL,"Firmicutes",1351,NULL,NULL,"Facultative anaerobe","2020-09-26 05:00:39.877205","2022-08-29 16:04:59.874373","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NULL,NULL,"Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,1,1858,NULL,NULL
157,"Enterococcus hirae ATCC 9790","MMDBm0000157","Enterococcus hirae",NULL,"Firmicutes",768486,NULL,"Positive","Facultative anaerobe","2020-09-26 05:00:39.906552","2022-08-29 16:04:59.881029","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae ATCC 9790","Saccharolytic, fermentative","Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1712,NULL,NULL
